EmployeeID,Age,Gender,Education,Role,Department,YearsAtCompany,YearsInRole,MonthlyIncome,PercentSalaryHike,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,PerformanceRating,TrainingTimesLastYear,NumCompaniesWorked,OverTime,DistanceFromHome,ManagerStyle,RemoteWorkOption,StockOptions,TotalWorkingYears,BusinessTravel,Attrition
1177,30,Female,Bachelor's,Mid SE,Backend,8,7,85647,27,4,2,3,4,3,2,7,No,26,Supportive,Hybrid,1,5,Non-Travel,No
1178,27,Male,Bachelor's,Mid SE,Mobile,1,0,99607,10,2,2,2,4,3,1,5,No,47,Demanding,Hybrid,1,16,Non-Travel,Yes
1179,37,Male,Bachelor's,Junior SE,DevOps,4,7,233482,13,3,2,3,4,3,2,5,Yes,14,Demanding,Full Remote,2,5,Travel_Rarely,No
1180,50,Male,Bachelor's,Senior SE,Frontend,7,6,66996,29,3,4,3,3,3,0,8,Yes,29,Neutral,On-site,3,13,Non-Travel,No
1181,24,Male,Master's,Mid SE,DevOps,15,0,230993,8,1,3,1,4,4,6,7,Yes,30,Demanding,Hybrid,3,16,Non-Travel,Yes
1182,41,Male,Bachelor's,Senior SE,QA,15,9,128697,21,2,2,3,3,3,1,1,Yes,3,Toxic,Hybrid,2,15,Non-Travel,Yes
1183,57,Female,Bachelor's,Tech Lead,ML/AI,12,9,91022,6,4,4,3,2,3,6,5,No,7,Supportive,Full Remote,3,31,Travel_Rarely,No
1184,40,Male,Bachelor's,Senior SE,ML/AI,19,5,85148,20,4,3,1,2,4,0,0,No,36,Supportive,On-site,0,5,Travel_Rarely,No
1185,47,Female,Bootcamp,Mid SE,ML/AI,14,0,112764,28,3,1,2,4,3,3,8,No,11,Supportive,Hybrid,2,21,Travel_Rarely,No
1186,24,Female,Master's,Mid SE,Mobile,0,1,136901,18,4,1,2,2,3,1,3,No,32,Demanding,Hybrid,3,30,Travel_Rarely,No
1187,40,Male,Master's,Mid SE,Backend,2,4,135724,12,3,4,2,1,4,2,3,No,12,Neutral,Hybrid,0,23,Travel_Rarely,No
1188,41,Female,Bachelor's,Junior SE,DevOps,5,1,169766,18,3,3,3,1,4,0,8,No,15,Toxic,Full Remote,3,29,Non-Travel,No
1189,53,Male,Master's,Junior SE,Frontend,13,9,53888,6,3,2,1,3,3,4,2,No,38,Demanding,On-site,2,13,Travel_Frequently,No
1190,28,Female,Master's,Tech Lead,ML/AI,3,0,215231,20,1,3,2,4,4,2,4,No,24,Neutral,Hybrid,3,32,Non-Travel,No
1191,54,Male,Master's,Mid SE,DevOps,17,5,218269,8,1,2,2,3,4,2,0,No,1,Supportive,Hybrid,0,27,Non-Travel,No
1192,39,Non-binary,Bootcamp,Mid SE,ML/AI,14,7,143941,5,3,4,2,2,3,1,5,No,18,Neutral,Full Remote,0,34,Travel_Rarely,No
1193,22,Female,Bachelor's,Senior SE,ML/AI,8,7,200546,27,3,2,2,4,3,6,2,No,46,Supportive,Full Remote,0,33,Travel_Rarely,No
1194,32,Male,Bootcamp,Senior SE,Frontend,17,7,62333,24,3,4,1,3,4,5,0,Yes,7,Toxic,On-site,3,4,Travel_Frequently,Yes
1195,49,Male,Bootcamp,Junior SE,QA,2,5,81355,18,4,3,2,4,3,2,5,Yes,42,Neutral,Hybrid,2,18,Non-Travel,No
1196,46,Female,Bachelor's,Tech Lead,QA,9,2,174686,12,3,3,3,4,3,0,1,No,41,Supportive,On-site,3,6,Travel_Rarely,No
1197,44,Female,Master's,Junior SE,QA,16,0,249975,29,3,2,3,3,4,4,7,No,2,Neutral,Full Remote,1,28,Travel_Rarely,No
1198,52,Male,Bootcamp,Senior SE,Mobile,6,1,242330,29,2,3,1,4,3,3,1,No,40,Supportive,Hybrid,2,27,Non-Travel,No
1199,51,Male,Bachelor's,Tech Lead,Backend,14,4,207217,7,2,2,4,2,3,4,3,No,31,Neutral,On-site,1,26,Non-Travel,No
1200,56,Female,Master's,Senior SE,Mobile,0,9,148170,9,2,3,2,1,3,0,2,Yes,33,Supportive,Hybrid,3,20,Travel_Rarely,No
1201,28,Male,Bootcamp,Senior SE,DevOps,10,4,120675,10,2,1,2,1,3,1,8,No,30,Neutral,Hybrid,2,13,Non-Travel,No
1202,37,Female,Master's,Junior SE,Mobile,16,9,225926,26,3,2,3,4,3,0,1,No,31,Neutral,On-site,1,28,Non-Travel,No
1203,47,Male,Bachelor's,Mid SE,DevOps,4,0,112664,12,2,4,1,1,3,5,2,Yes,34,Neutral,On-site,3,34,Non-Travel,No
1204,23,Male,Master's,Senior SE,DevOps,6,0,131153,10,4,1,4,4,3,5,6,No,7,Demanding,Full Remote,2,23,Non-Travel,No
1205,22,Female,Bachelor's,Mid SE,Backend,18,8,138616,10,4,4,3,3,3,5,3,No,25,Supportive,Hybrid,0,10,Non-Travel,No
1206,33,Male,Master's,Tech Lead,Frontend,14,1,80285,8,2,3,4,2,4,2,5,No,16,Neutral,Full Remote,0,30,Non-Travel,No
1207,26,Male,Bachelor's,Mid SE,Backend,2,6,193605,11,1,1,1,1,4,1,2,No,22,Neutral,On-site,0,22,Non-Travel,No
1208,53,Male,Master's,Mid SE,QA,14,9,208696,28,4,3,1,3,3,6,0,No,36,Neutral,Hybrid,1,5,Travel_Frequently,No
1209,30,Male,Master's,Mid SE,QA,4,3,91996,23,4,2,1,2,4,5,5,No,27,Toxic,On-site,1,9,Non-Travel,No
1210,56,Female,Master's,Mid SE,Mobile,11,6,91947,11,2,4,3,1,4,6,3,No,17,Supportive,Full Remote,3,4,Travel_Rarely,No
1211,40,Male,Master's,Senior SE,DevOps,19,7,204028,7,2,3,1,1,4,3,1,No,4,Demanding,Hybrid,0,1,Travel_Frequently,No
1212,37,Female,Master's,Senior SE,ML/AI,4,4,96030,12,3,4,3,2,3,3,6,No,35,Neutral,Full Remote,1,34,Travel_Frequently,No
1213,24,Female,Master's,Senior SE,ML/AI,2,0,234669,5,4,4,3,3,3,6,4,No,41,Neutral,Hybrid,0,26,Non-Travel,No
1214,41,Female,Bachelor's,Tech Lead,DevOps,8,3,87443,5,2,3,2,3,4,0,5,No,22,Demanding,Full Remote,3,18,Non-Travel,No
1215,45,Male,Master's,Principal SE,Backend,8,9,173344,18,2,2,3,1,3,5,5,No,47,Supportive,Hybrid,2,16,Travel_Rarely,No
1216,54,Male,Bachelor's,Tech Lead,Frontend,6,2,110464,10,3,4,3,2,3,2,8,No,35,Demanding,On-site,1,23,Travel_Frequently,No
1217,45,Female,Bootcamp,Junior SE,Backend,1,9,173019,14,4,3,2,3,3,3,1,No,44,Supportive,Full Remote,1,26,Non-Travel,No
1218,32,Female,Bachelor's,Senior SE,DevOps,15,4,180024,29,2,2,4,2,4,4,5,No,15,Neutral,Hybrid,2,2,Non-Travel,No
1219,29,Male,Bachelor's,Junior SE,DevOps,8,9,232952,18,3,3,2,2,3,1,8,No,40,Demanding,On-site,1,5,Travel_Frequently,No
1220,57,Male,Master's,Junior SE,Frontend,12,9,228273,8,2,2,2,1,3,4,3,Yes,44,Supportive,On-site,3,29,Travel_Rarely,No
1221,41,Male,Master's,Senior SE,Mobile,18,5,165454,10,1,4,1,2,3,6,5,No,21,Demanding,Hybrid,1,4,Travel_Rarely,No
1222,56,Female,Bachelor's,Mid SE,Mobile,19,1,169444,20,1,1,1,2,4,3,6,No,13,Supportive,On-site,1,22,Travel_Rarely,No
1223,46,Female,Master's,Junior SE,Frontend,16,6,157175,25,2,3,2,4,3,3,0,No,47,Demanding,Hybrid,2,8,Non-Travel,No
1224,56,Female,Master's,Junior SE,Mobile,5,2,87460,5,4,4,1,2,3,0,4,No,11,Neutral,Hybrid,3,21,Travel_Rarely,No
1225,46,Female,Master's,Junior SE,ML/AI,3,0,198868,10,1,3,2,3,3,0,3,No,49,Demanding,On-site,0,8,Travel_Rarely,Yes
1226,50,Female,Bachelor's,Principal SE,Mobile,0,9,207818,13,3,3,1,1,3,5,1,No,27,Toxic,On-site,0,5,Travel_Rarely,No
1227,39,Male,Master's,Junior SE,Mobile,17,2,45015,19,2,2,3,1,3,6,1,No,31,Neutral,On-site,2,21,Travel_Frequently,No
1228,39,Male,Master's,Junior SE,Mobile,18,8,94757,16,3,3,1,2,3,1,1,Yes,44,Supportive,On-site,3,27,Travel_Rarely,No
1229,23,Male,Master's,Mid SE,ML/AI,8,9,202029,7,1,2,1,2,3,5,6,Yes,32,Demanding,Full Remote,2,5,Non-Travel,No
1230,56,Male,Master's,Mid SE,Mobile,12,5,126541,15,4,4,3,3,3,0,3,No,30,Supportive,Hybrid,2,21,Travel_Rarely,No
1231,37,Female,Master's,Principal SE,QA,7,5,66292,19,3,3,2,4,4,2,5,Yes,18,Neutral,Hybrid,0,8,Travel_Rarely,Yes
1232,57,Male,Bachelor's,Junior SE,ML/AI,12,3,167694,7,1,4,1,1,3,1,6,No,16,Toxic,Hybrid,3,22,Travel_Rarely,No
1233,54,Male,Bachelor's,Mid SE,Frontend,14,7,207948,18,1,1,1,4,3,2,8,No,35,Demanding,Full Remote,3,18,Non-Travel,No
1234,25,Male,Bachelor's,Senior SE,Backend,10,4,236799,6,1,4,3,3,3,5,1,No,9,Supportive,Hybrid,2,4,Travel_Rarely,No
1235,54,Male,Bachelor's,Principal SE,Frontend,11,6,92046,8,3,3,3,1,3,0,8,No,39,Supportive,On-site,0,4,Travel_Rarely,Yes
1236,35,Male,Bachelor's,Senior SE,Backend,13,8,59817,23,1,1,3,3,3,1,4,No,37,Supportive,On-site,3,15,Travel_Rarely,No
1237,42,Male,Master's,Tech Lead,Frontend,3,4,54759,16,2,2,4,2,3,5,5,No,10,Neutral,Hybrid,2,27,Travel_Frequently,Yes
1238,41,Female,Bachelor's,Junior SE,QA,0,4,224504,6,1,1,3,3,4,3,5,No,12,Supportive,Hybrid,1,21,Non-Travel,No
1239,29,Male,Bootcamp,Mid SE,Backend,3,3,51412,21,2,3,2,2,3,5,2,Yes,8,Demanding,On-site,0,4,Non-Travel,No
1240,28,Female,Bachelor's,Mid SE,Backend,18,5,233829,7,4,3,1,4,3,6,6,No,3,Neutral,Hybrid,3,11,Travel_Rarely,No
1241,24,Male,Master's,Principal SE,DevOps,8,1,65504,14,2,4,1,1,3,4,6,No,19,Toxic,On-site,3,19,Travel_Frequently,No
1242,38,Male,Master's,Junior SE,Backend,9,2,153500,20,4,2,4,1,3,3,7,Yes,11,Demanding,Full Remote,3,19,Non-Travel,No
1243,54,Male,Bachelor's,Junior SE,Backend,3,0,53507,26,4,3,1,4,3,2,4,No,8,Toxic,Hybrid,0,27,Non-Travel,No
1244,33,Female,Bachelor's,Mid SE,DevOps,19,1,66050,13,2,3,1,2,3,3,1,No,26,Supportive,On-site,2,28,Travel_Frequently,No
1245,43,Female,Master's,Junior SE,Mobile,8,1,180892,15,4,2,2,1,3,5,2,No,45,Neutral,On-site,1,5,Travel_Frequently,No
1246,43,Male,Bachelor's,Junior SE,Mobile,12,7,183907,25,2,2,1,3,3,3,8,Yes,23,Supportive,Hybrid,3,25,Travel_Frequently,No
1247,51,Male,Bootcamp,Staff SE,DevOps,11,7,145153,19,3,4,2,2,3,4,5,No,10,Supportive,Full Remote,0,3,Non-Travel,No
1248,29,Female,Master's,Mid SE,ML/AI,10,1,58587,7,4,1,4,1,3,6,7,No,18,Neutral,On-site,3,26,Travel_Frequently,No
1249,48,Male,Bootcamp,Senior SE,Backend,11,5,102732,20,2,2,2,3,3,5,7,No,12,Demanding,Hybrid,2,10,Travel_Rarely,No
1250,48,Male,Bachelor's,Senior SE,Backend,17,4,96921,25,4,3,3,3,3,4,4,No,39,Supportive,On-site,1,24,Travel_Rarely,No
1251,55,Female,Master's,Mid SE,DevOps,11,2,221571,25,1,2,3,1,3,3,0,No,26,Supportive,Hybrid,3,29,Non-Travel,No
1252,42,Female,Master's,Junior SE,DevOps,15,4,162734,25,2,3,4,4,3,4,5,Yes,11,Supportive,Full Remote,0,7,Travel_Rarely,Yes
1253,51,Male,Master's,Junior SE,ML/AI,4,4,175104,16,1,4,1,4,3,3,6,No,10,Demanding,Full Remote,2,23,Non-Travel,No
1254,54,Female,Bachelor's,Mid SE,QA,19,4,182912,27,4,1,2,1,3,1,8,Yes,3,Toxic,Hybrid,1,27,Non-Travel,No
1255,49,Female,Master's,Senior SE,Mobile,11,2,241149,9,4,4,3,3,3,3,1,Yes,7,Supportive,Full Remote,0,9,Travel_Rarely,Yes
1256,54,Male,Master's,Mid SE,Frontend,10,2,76440,11,3,2,2,4,3,0,1,Yes,4,Neutral,Full Remote,3,3,Non-Travel,No
1257,26,Female,Master's,Junior SE,QA,8,3,80183,13,2,3,3,4,3,4,0,No,40,Toxic,Hybrid,0,13,Non-Travel,No
1258,40,Female,Bachelor's,Mid SE,Mobile,17,6,141172,25,1,2,2,4,3,6,4,No,8,Supportive,Hybrid,1,6,Non-Travel,No
1259,25,Male,PhD,Principal SE,Backend,2,1,178461,22,3,2,1,2,3,4,1,Yes,38,Demanding,Hybrid,2,21,Travel_Rarely,No
1260,56,Male,Bachelor's,Tech Lead,QA,19,9,231148,25,4,2,4,4,4,2,2,No,13,Supportive,Full Remote,2,19,Non-Travel,No
1261,38,Male,Master's,Tech Lead,DevOps,16,3,159515,12,4,2,1,1,4,6,1,Yes,12,Neutral,On-site,3,25,Travel_Rarely,No
1262,49,Female,PhD,Tech Lead,ML/AI,13,3,168183,16,3,1,2,1,3,6,3,No,35,Neutral,Full Remote,3,4,Travel_Rarely,No
1263,51,Male,Master's,Mid SE,Mobile,0,0,111299,24,1,3,3,2,4,2,2,No,38,Demanding,Hybrid,3,22,Travel_Rarely,No
1264,50,Female,Master's,Tech Lead,ML/AI,16,9,160503,6,4,2,3,2,3,0,8,No,43,Supportive,Hybrid,3,5,Travel_Rarely,No
1265,27,Female,Bachelor's,Junior SE,Mobile,7,7,84023,14,4,3,4,1,3,4,1,No,36,Supportive,On-site,1,1,Travel_Rarely,No
1266,56,Male,Bootcamp,Senior SE,QA,4,0,226101,23,2,1,1,2,4,6,6,No,47,Supportive,Hybrid,3,17,Non-Travel,No
1267,45,Female,Bachelor's,Senior SE,Backend,4,7,84941,13,3,3,1,4,4,4,2,No,2,Neutral,Full Remote,0,9,Non-Travel,No
1268,50,Male,Master's,Junior SE,Frontend,8,6,230022,29,4,3,1,3,4,6,7,Yes,15,Demanding,Full Remote,1,9,Travel_Rarely,No
1269,52,Female,Master's,Tech Lead,ML/AI,2,8,166677,28,1,1,3,3,3,2,3,Yes,49,Demanding,On-site,1,24,Travel_Frequently,No
1270,56,Female,Master's,Principal SE,ML/AI,18,7,121054,12,2,2,4,3,3,2,3,No,34,Supportive,On-site,3,10,Non-Travel,No
1271,54,Male,Bachelor's,Mid SE,Frontend,8,4,110363,28,3,3,3,1,3,3,8,No,39,Demanding,Hybrid,1,20,Travel_Rarely,No
1272,42,Male,Master's,Tech Lead,ML/AI,17,7,106742,28,1,4,1,2,3,5,2,No,26,Supportive,Full Remote,0,17,Travel_Frequently,No
1273,53,Male,Master's,Junior SE,ML/AI,15,9,90215,28,4,3,2,3,3,4,6,Yes,48,Neutral,Hybrid,1,13,Travel_Frequently,No
1274,44,Male,Bachelor's,Senior SE,Mobile,0,2,92857,5,3,2,3,4,4,4,0,No,5,Demanding,Hybrid,1,29,Non-Travel,Yes
1275,54,Male,Bootcamp,Mid SE,Mobile,1,9,100476,10,3,4,4,4,3,6,6,Yes,48,Supportive,On-site,0,23,Travel_Rarely,Yes
1276,24,Male,Bachelor's,Senior SE,Frontend,13,6,204245,16,1,2,1,4,3,3,1,Yes,25,Supportive,Full Remote,0,27,Non-Travel,Yes
1277,39,Non-binary,Bachelor's,Principal SE,Backend,13,3,185467,29,3,3,2,2,3,4,5,No,34,Supportive,Hybrid,1,18,Travel_Rarely,Yes
1278,46,Male,Bachelor's,Principal SE,QA,0,4,104768,28,1,1,3,3,3,6,8,No,47,Demanding,Hybrid,2,18,Non-Travel,No
1279,52,Male,Bachelor's,Tech Lead,QA,15,8,148591,23,4,2,2,4,3,0,5,No,4,Neutral,Hybrid,1,9,Travel_Rarely,Yes
1280,24,Female,Bootcamp,Mid SE,ML/AI,14,6,91229,21,2,2,2,2,4,2,2,No,34,Neutral,Hybrid,0,3,Travel_Frequently,No
1281,45,Male,Bachelor's,Principal SE,Backend,14,3,202711,6,1,1,4,4,3,2,0,No,27,Demanding,On-site,0,7,Travel_Frequently,No
1282,53,Non-binary,Bachelor's,Junior SE,Frontend,11,5,156706,15,2,3,3,3,3,5,3,Yes,42,Demanding,Hybrid,0,15,Travel_Frequently,No
1283,43,Female,Bachelor's,Tech Lead,Frontend,15,9,107583,22,3,2,4,3,4,2,3,No,29,Demanding,Hybrid,2,30,Non-Travel,No
1284,44,Female,Master's,Mid SE,Mobile,13,6,204996,27,1,3,1,3,4,1,7,No,5,Neutral,Hybrid,0,9,Non-Travel,No
1285,23,Male,Master's,Junior SE,ML/AI,14,9,171011,26,4,3,2,3,4,0,6,No,18,Supportive,Hybrid,3,27,Travel_Rarely,No
1286,48,Male,Bachelor's,Senior SE,DevOps,14,8,249041,15,1,3,4,3,4,0,6,No,4,Supportive,Full Remote,3,18,Travel_Rarely,Yes
1287,23,Male,Bachelor's,Junior SE,Frontend,18,3,75104,22,1,1,4,4,3,3,6,No,1,Demanding,Hybrid,2,31,Non-Travel,No
1288,47,Female,PhD,Junior SE,ML/AI,7,9,82594,12,1,3,1,3,4,1,1,No,20,Demanding,Full Remote,0,17,Non-Travel,No
1289,38,Male,Bachelor's,Mid SE,Backend,1,2,48664,19,2,3,3,4,3,4,8,Yes,6,Toxic,On-site,0,6,Travel_Frequently,No
1290,54,Male,Master's,Junior SE,Mobile,1,7,55528,13,2,4,4,3,4,5,5,Yes,20,Supportive,Hybrid,3,25,Travel_Frequently,Yes
1291,30,Non-binary,Bachelor's,Junior SE,QA,9,0,204262,19,3,4,2,4,3,0,1,No,20,Supportive,Full Remote,3,31,Non-Travel,No
1292,50,Male,Master's,Junior SE,Backend,2,8,242105,11,3,4,2,3,3,1,0,No,46,Supportive,Full Remote,1,29,Non-Travel,Yes
1293,47,Male,Bachelor's,Mid SE,Frontend,16,0,237233,24,3,2,2,4,3,1,0,No,27,Supportive,Hybrid,2,9,Travel_Rarely,No
1294,56,Male,Master's,Junior SE,Frontend,7,1,249249,17,3,2,2,3,3,6,0,No,26,Neutral,Hybrid,1,1,Travel_Frequently,No
1295,46,Non-binary,Bachelor's,Senior SE,Backend,3,7,173404,17,1,4,4,2,3,0,3,No,32,Toxic,Hybrid,2,16,Travel_Rarely,No
1296,45,Male,Bootcamp,Junior SE,Frontend,13,8,246251,5,2,1,2,4,3,6,3,No,10,Neutral,Hybrid,0,23,Travel_Frequently,No
1297,34,Female,Bachelor's,Staff SE,ML/AI,9,6,246664,24,2,1,4,2,4,3,8,No,18,Neutral,On-site,0,8,Travel_Rarely,No
1298,28,Female,Master's,Principal SE,Frontend,0,2,77899,8,2,4,3,4,3,1,0,Yes,41,Demanding,Hybrid,2,12,Travel_Frequently,No
1299,57,Male,Bachelor's,Mid SE,Mobile,3,6,115979,28,2,2,2,4,3,2,2,No,12,Supportive,Hybrid,1,10,Travel_Rarely,Yes
1300,41,Female,Bachelor's,Tech Lead,ML/AI,0,5,62241,8,3,2,3,4,4,1,2,No,10,Demanding,On-site,3,16,Travel_Frequently,Yes
1301,22,Male,Master's,Tech Lead,DevOps,16,1,91211,8,1,1,4,1,3,4,7,Yes,24,Neutral,Full Remote,2,24,Travel_Frequently,No
1302,29,Male,Bachelor's,Staff SE,Frontend,16,2,108472,17,2,3,1,3,3,0,1,No,24,Supportive,Full Remote,2,8,Non-Travel,No
1303,37,Female,PhD,Senior SE,Frontend,6,9,249829,6,4,1,3,2,3,4,5,No,38,Neutral,Hybrid,2,11,Non-Travel,No
1304,35,Female,Bootcamp,Junior SE,Mobile,19,9,76346,27,1,3,2,2,3,3,3,No,46,Neutral,On-site,0,26,Travel_Frequently,No
1305,33,Female,PhD,Senior SE,Mobile,14,4,126196,19,4,2,1,4,4,5,5,No,25,Supportive,Hybrid,2,7,Non-Travel,No
1306,44,Male,Bachelor's,Senior SE,QA,12,9,149451,8,1,2,3,2,4,2,4,Yes,8,Supportive,Full Remote,0,15,Travel_Rarely,No
1307,36,Male,Master's,Senior SE,Backend,1,3,147908,10,1,4,4,2,4,0,8,No,14,Neutral,On-site,3,15,Travel_Frequently,Yes
1308,49,Male,Bachelor's,Mid SE,Backend,18,1,218292,7,1,2,4,2,3,1,8,No,43,Supportive,Hybrid,3,3,Travel_Frequently,No
1309,55,Male,PhD,Tech Lead,Backend,12,3,194014,11,4,3,4,2,3,2,0,Yes,31,Supportive,On-site,1,16,Non-Travel,No
1310,23,Male,Master's,Staff SE,Mobile,10,7,94167,10,2,1,3,1,3,1,2,No,24,Neutral,On-site,0,15,Travel_Rarely,No
1311,53,Male,PhD,Junior SE,Backend,14,4,81373,7,2,4,4,4,3,3,0,Yes,16,Neutral,Hybrid,3,25,Travel_Rarely,No
1312,44,Male,Master's,Junior SE,Backend,9,4,112143,8,4,3,3,2,3,5,5,No,20,Demanding,On-site,3,33,Non-Travel,No
1313,43,Male,Master's,Junior SE,DevOps,8,9,165623,14,2,1,2,1,3,0,2,No,38,Toxic,On-site,1,14,Travel_Frequently,Yes
1314,46,Male,Bachelor's,Tech Lead,Backend,8,2,155013,25,3,1,2,1,3,3,0,No,47,Demanding,On-site,1,24,Travel_Rarely,No
1315,43,Male,Master's,Senior SE,Frontend,19,7,47016,13,2,1,3,4,3,3,5,No,15,Neutral,Hybrid,1,11,Travel_Frequently,Yes
1316,43,Female,Bachelor's,Senior SE,QA,0,5,114110,10,3,2,3,3,3,5,4,No,14,Demanding,On-site,0,3,Non-Travel,No
1317,27,Male,Master's,Mid SE,Mobile,16,1,222381,24,3,1,1,3,4,3,7,Yes,12,Neutral,Full Remote,2,9,Non-Travel,No
1318,36,Non-binary,Master's,Senior SE,ML/AI,11,1,52274,15,3,2,4,3,3,3,1,No,34,Supportive,On-site,0,6,Travel_Frequently,No
1319,54,Female,Master's,Mid SE,QA,9,8,60748,11,4,1,2,2,4,1,7,Yes,8,Supportive,Hybrid,1,31,Travel_Rarely,No
1320,29,Male,Bachelor's,Mid SE,DevOps,4,6,196247,22,2,1,2,4,4,6,4,Yes,19,Demanding,Full Remote,2,16,Non-Travel,No
1321,26,Female,Master's,Tech Lead,Mobile,17,9,56826,8,2,2,1,3,3,4,7,No,46,Demanding,Full Remote,3,11,Travel_Frequently,No
1322,25,Male,Bachelor's,Staff SE,Mobile,14,8,128008,9,4,2,3,2,3,1,3,No,5,Toxic,Hybrid,0,17,Travel_Frequently,No
1323,27,Male,Master's,Principal SE,Frontend,5,5,174288,8,4,3,3,4,3,5,3,No,27,Neutral,Hybrid,1,3,Travel_Rarely,No
1324,53,Male,Bachelor's,Principal SE,QA,6,4,210201,8,2,1,1,2,3,2,3,Yes,41,Demanding,Full Remote,1,19,Travel_Rarely,Yes
1325,51,Male,Bachelor's,Mid SE,QA,16,0,246081,17,4,2,4,3,3,5,5,No,13,Supportive,Full Remote,2,24,Non-Travel,No
1326,56,Male,Bachelor's,Mid SE,Backend,5,5,199562,20,4,3,3,3,4,5,3,No,32,Neutral,Hybrid,0,8,Travel_Frequently,No
1327,37,Male,Master's,Senior SE,Frontend,7,5,150623,29,3,3,3,1,4,5,8,Yes,31,Toxic,Hybrid,3,2,Travel_Frequently,No
1328,34,Female,Bachelor's,Principal SE,Backend,11,2,217507,18,4,2,4,1,3,5,8,No,41,Supportive,Hybrid,3,23,Non-Travel,No
1329,51,Female,Bachelor's,Junior SE,Backend,13,2,184592,15,3,1,4,4,4,3,2,Yes,46,Supportive,On-site,2,30,Non-Travel,No
1330,40,Male,Bootcamp,Mid SE,Mobile,11,2,128106,6,1,3,1,2,3,5,6,No,37,Neutral,Hybrid,2,25,Travel_Frequently,No
1331,38,Female,Bachelor's,Junior SE,QA,9,2,237949,26,3,1,1,2,4,2,4,No,2,Demanding,Full Remote,3,7,Non-Travel,No
1332,40,Male,Master's,Senior SE,Backend,19,6,195870,18,3,1,1,3,3,5,8,No,7,Supportive,Hybrid,2,28,Travel_Frequently,No
1333,49,Male,Master's,Mid SE,DevOps,14,9,99638,28,4,3,3,3,3,1,1,Yes,48,Neutral,On-site,2,17,Travel_Frequently,No
1334,47,Female,Bootcamp,Mid SE,DevOps,6,1,114072,28,2,2,1,4,3,3,2,Yes,11,Supportive,Full Remote,0,32,Travel_Frequently,No
1335,47,Male,Master's,Junior SE,QA,8,9,112309,11,1,1,3,1,4,1,4,Yes,11,Neutral,Hybrid,2,1,Travel_Rarely,Yes
1336,44,Male,Master's,Mid SE,DevOps,9,9,205966,15,1,4,2,3,3,3,4,Yes,23,Toxic,Hybrid,1,27,Travel_Rarely,No
1337,30,Male,Master's,Tech Lead,Mobile,9,1,239035,8,1,2,4,2,3,1,6,Yes,31,Supportive,On-site,1,7,Non-Travel,Yes
1338,33,Male,Bachelor's,Junior SE,Frontend,15,2,169724,11,2,3,4,3,4,0,7,No,44,Supportive,Hybrid,1,3,Travel_Rarely,No
1339,22,Non-binary,Master's,Senior SE,ML/AI,6,9,230639,20,1,4,2,1,4,4,7,Yes,45,Neutral,On-site,2,30,Non-Travel,No
1340,22,Male,Bachelor's,Senior SE,Backend,4,6,172843,10,1,1,1,2,3,4,0,No,8,Neutral,Hybrid,3,1,Travel_Rarely,No
1341,55,Female,Bootcamp,Tech Lead,ML/AI,2,2,80326,10,2,2,3,1,4,3,0,No,32,Supportive,On-site,1,34,Non-Travel,Yes
1342,53,Male,Bachelor's,Junior SE,Frontend,17,6,231131,6,1,4,3,4,3,0,2,Yes,48,Neutral,Hybrid,0,33,Non-Travel,No
1343,46,Male,Master's,Staff SE,Frontend,10,8,50079,28,4,2,3,4,3,2,0,No,21,Toxic,Hybrid,2,16,Non-Travel,No
1344,22,Male,Bachelor's,Senior SE,Mobile,14,9,201910,12,4,1,4,1,3,0,0,Yes,31,Supportive,Hybrid,3,11,Travel_Frequently,No
1345,37,Female,Master's,Staff SE,DevOps,19,3,166412,11,3,2,1,2,3,6,7,No,1,Supportive,On-site,3,8,Travel_Rarely,No
1346,26,Male,Bachelor's,Principal SE,DevOps,4,6,132340,29,3,4,3,1,3,3,0,No,13,Neutral,Full Remote,2,1,Non-Travel,No
1347,43,Female,PhD,Junior SE,Frontend,11,8,223181,28,3,2,3,3,3,0,8,Yes,11,Neutral,Full Remote,2,14,Travel_Rarely,No
1348,50,Female,Master's,Junior SE,Mobile,3,7,130211,18,4,3,3,3,3,2,1,No,29,Supportive,On-site,0,30,Non-Travel,No
1349,24,Male,Bachelor's,Mid SE,Mobile,14,7,201666,13,4,3,2,1,4,3,8,Yes,4,Neutral,Hybrid,2,21,Travel_Frequently,No
1350,33,Non-binary,Master's,Mid SE,QA,8,8,87749,19,4,4,3,3,4,4,6,No,36,Toxic,Hybrid,2,21,Travel_Rarely,No
1351,47,Female,Master's,Junior SE,Backend,6,4,212364,29,3,2,2,1,3,5,8,No,15,Supportive,Hybrid,3,34,Non-Travel,No
1352,37,Female,Master's,Junior SE,DevOps,9,4,163192,26,3,4,3,3,3,0,2,Yes,3,Neutral,Hybrid,1,26,Non-Travel,No
1353,43,Male,Bachelor's,Mid SE,Frontend,12,2,119534,22,3,2,3,1,3,4,0,No,29,Supportive,Hybrid,1,14,Travel_Frequently,No
1354,50,Male,Bachelor's,Junior SE,QA,7,4,124233,16,3,1,3,3,4,4,0,Yes,21,Neutral,On-site,3,18,Travel_Rarely,No
1355,35,Male,Bachelor's,Junior SE,ML/AI,11,7,96818,27,3,3,2,2,3,1,5,Yes,2,Neutral,Full Remote,2,20,Non-Travel,Yes
